id,title,caseNumber,registrationNumber,location,dangerLevel,status,reportContent,requiresPatrol,createdAt,updatedAt,manualId,trigger
inc-looky-001,"룩키마트 (럭키마트)",1793,"1793PSYA.2001.나31","■■시 ■■구 ■■ 상가 (구 럭키마트)",파형,구조대기,"폐업한 룩키마트(구 럭키마트) 건물에서 야간에 불빛이 새어나온다는 제보. 실종자 300명 이상 추정.",false,2001-07-12T00:00:00,2025-05-01T16:22:38.848Z,man-looky-001
inc-jisan-001,"지산소 공양의식",1006,"1006PSYA.1941.아06","충청남도 아산시 ■■면 ■■리 산XX-03 지산마을 입구",파형,종결,"지산 마을 명절 축제 기간 도래. 외지인 방문객 다수 유입 확인. 실종 대비 현장 요원 대기 필요.",true,1941-01-07T00:00:00,2025-05-15T16:22:38.848Z,man-jisan-001
inc-villa-001,"그리고 누군가 있었다 (지평선 산장)",1489,"1489PSYA.1991.라84","■■시 ■■구 XX터널 진입로 위 ■■",뇌형,종결,"지평선 산장 4년 주기 도래. 카세트 테이프 발송 확인. 징발 인원(악인 8명) 및 담당 요원 선발 필요.",false,1991-10-28T00:00:00,2025-11-05T16:22:38.848Z,man-villa-001
inc-train-001,"탐라행 고속열차 사태",8008,"8008PSYA.2002.아88","■■행 XXX 열차 X호칸",멸형,봉인,"탐라행 고속열차 무한 루프 사태. '은심장'을 이용한 기차 폭발로 강제 종결 후 봉인 중. 생존자 7명.",true,2002-10-23T00:00:00,2026-01-10T12:00:00,
inc-dragon-001,"반짝반짝 용궁",3042,"3042PSYA.2020.용01","■■시 ■■구 ㅇㅇ식당 부속 어린이용 놀이방",뇌형,종결,"'반짝반짝 용궁' 진입 의심 사례 발생. 실종 아동 2명. 대형 횟집 놀이방 벽화 변이 확인.",true,2020-02-26T00:00:00,2026-01-01T13:00:00,man-dragon-001
inc-phone-001,"무서운 이야기 알려드립니다",4521,"4521PSYA.2025.전01","서울특별시 ■■구 ■■동 XX 아파트 1동 앞 공중전화 부스",고형,종결,"'무서운 이야기 알려드립니다' 공중전화 부스 사건. 물리적 파괴로 종결.",false,2025-05-24T00:00:00,2025-09-01T16:22:38.848Z,
inc-red-001,"4번 출구의 빨간 옷",5678,"5678PSYA.2025.빨01","서울특별시 지하철 X호선 XX역 4번 출구",고형,종결,"4번 출구의 빨간 옷 목격담. 인터넷 괴담 유포 확인. 실제 사상자는 요원 1명(정신오염).",false,2025-08-28T00:00:00,2025-10-10T16:22:38.848Z,
inc-taxi-001,"조수석의 귀신",6789,"6789PSYA.2026.택01","■■구 ■■면 국도X호선 ■■-■■■",고형,정리대기,"조수석의 귀신 현상. 민간인 구출 완료 후 현장 정리(귀신 이송) 요원 배정 중.",true,2026-01-19T00:00:00,2026-01-01T03:00:00,man-taxi-001
inc-003,"망원동 놀이터 이상 현상",2026,"2026PSYA.0101.망03","서울시 마포구 망원동 ■■ 놀이터",고형,접수,"야간 놀이터에서 어린이 웃음소리가 들린다는 민원 접수. 현장 확인 결과 잔류 영적 반응 감지됨.",true,2025-12-31T16:22:38.848Z,2026-01-02T16:22:38.848Z,
inc-007,"자작나무숲 기운 이상",2026,"2026PSYA.0101.자07","경기도 ■■시 ■■동 자작나무 산책로",고형,정리중,"등산객 어지럼증 호소. 현장 확인 결과 미약한 영적 오염 확인. 결계 설치로 안정화 진행중.",false,2025-12-30T16:22:38.848Z,2026-01-01T08:30:00,
inc-020,"D구역 그림자 확산",2026,"2026PSYA.0102.그04","서울시 ■■구 D구역 지하철역",뇌형,조사중,"지하철역 내부 그림자가 비정상적으로 길어지고 승객을 삼키는 현상 발생. 3호선 전 구간 통제 필요. 출동구조반3팀 전원 투입.",true,2026-01-01T16:22:38.848Z,2026-01-02T16:22:38.848Z,
inc-021,"오래된 인형의 집",2026,"2026PSYA.1228.인09","경기도 ■■시 폐가",고형,정리중,"버려진 저택에서 밤마다 파티 소리가 들린다는 신고. 진입 시도한 경찰관 2명 실종. 고등급 봉인구 필요.",false,2025-12-28T16:22:38.848Z,2025-12-31T16:22:38.848Z,
inc-030,"C-09 구역 폐기물 이상 반응",2025,"2025PSYA.0320.폐09","서울시 ■■구 폐기물 처리장",뇌형,종결,"수거된 오염 폐기물에서 간헐적 진동 발생. 추가 봉인 처리 후 안전하게 폐기됨.",false,2025-03-20T11:00,2025-03-21T15:00,
inc-031,"D-02 구역 현장 잔류물 정리",2025,"2025PSYA.0315.잔02","경기도 ■■시 D-02 구역 빈 집",고형,종결,"재난 종료 후 현장에 남은 생활 집기 및 오염 잔재물 수거 완료. 방역 소독 실시.",false,2025-03-15T09:30,2025-03-15T18:00,
inc-032,"E-11 구역 토양 오염 정화",2025,"2025PSYA.0310.토11","인천시 ■■구 공터",고형,종결,"재난 발생 지역 토양 오염 확인. 오염된 표토 제거 및 신규 토양 복토 작업 완료.",false,2025-03-10T13:00,2025-03-12T16:00,
inc-040,"H-23 구역 이상 진동",2025,"2025PSYA.0420.진23","서울시 ■■구 H-23 구역 지하",뇌형,접수,"심야 시간대 원인 불명의 지하 진동 발생. 지질학적 원인 배제됨. 영적 파동 분석 진행 중.",true,2025-04-20T23:00,2025-04-21T09:00,
inc-041,"I-09 구역 그림자 비대화",2025,"2025PSYA.0415.그09","경기도 ■■시 I-09 구역 골목길",고형,정리중,"가로등 아래 그림자가 비정상적으로 커지는 현상 목격. 실체화 징후는 없으나 지속적인 관찰 필요.",true,2025-04-15T20:30,2025-04-16T10:00,
inc-042,"J-12 구역 기온 급강하",2025,"2025PSYA.0410.한12","인천시 ■■구 J-12 구역 상가",고형,조사중,"특정 상가 건물 내부 기온이 영하 10도까지 급강하. 난방 장치 정상 작동 중. 냉기 원인 파악 필요.",true,2025-04-10T14:15,2025-04-11T13:00,
inc-043,"K-05 구역 소음 공해",2025,"2025PSYA.0405.소05","서울시 ■■구 K-05 구역 아파트",뇌형,조사중,"벽간 소음 민원 다수 발생. 소음 패턴 분석 결과 인위적인 소리가 아님을 확인. 정밀 청음 조사 예정.",false,2025-04-05T02:00,2025-04-06T11:00,
inc-phone-002,"도봉구 공중전화부스",1029,"1029PSYA.2025.전02","서울특별시 도봉구 ■■로 ■■-4",고형,구조대기,"심야 시간 해당 공중전화부스 이용자 15명 실종 및 사망 확인. 수화기에서 들리는 의문의 목소리와 눈을 마주치면 안 된다는 괴담이 돔. 현재 부스 봉쇄 조치.",true,2025-09-23T00:00:00,2025-09-23T00:00:00,
inc-vending-001,"운수자판기",5512,"5512PSYA.2018.운01","서울특별시 서초구 서초동 ■■빌딩 ■■",고형,구조대기,"동전을 넣으면 운수를 알려주는 쪽지가 나오는 자판기. '대흉'이 나온 사용자의 신체 일부(손가락 등)가 배출구에서 발견됨. 자판기 내부 공간이 비현실적으로 확장된 것으로 추정.",true,2018-09-25T00:00:00,2018-09-25T00:00:00,
inc-swamp-001,"늪지 오르골",8821,"8821PSYA.2026.늪01","경기도 ■■시 ■■습지 생태공원 안쪽",고형,접수,"습지 깊은 곳에서 오르골 소리가 들려옴. 소리를 따라간 탐방객들이 실종됨. 영적 유도 현상 확인. 청각 차단 장비 필수.",false,2026-01-03T00:00:00,2026-01-03T00:00:00,
inc-conspiracy-001,"믿음의 음모론",2106,"2106PSYA.2025.바56","위치 미정 (인터넷 커뮤니티 발원 추정)",고형,조사중,"인터넷상의 특정 음모론이 집단적 믿음에 의해 현실화되는 현상. '지구 평면설' 신봉자들의 거주지 주변 중력이 왜곡되는 등 물리 법칙 위반 사례 보고됨.",true,2025-06-09T00:00:00,2025-06-09T00:00:00,
inc-laundry-001,"사거리 세탁소",3390,"3390PSYA.2008.세01","서울시 ■■구 ■■사거리 골목길",고형,구조대기,"인격과 신체를 '리폼'해준다는 세탁소. 탈출하려면 세탁기에 들어가야 함. 기존에는 다림질 구역에서 실크 옷으로 생존 가능했으나, 파란 원피스 시민 구조 이후 규칙 변경됨. 주의 요망.",true,2008-05-05T00:00:00,2008-05-05T00:00:00,
inc-mannequin-001,"춤추는 마네킹 창고",4092,"4092PSYA.2022.마01","경기도 ■■시 물류센터 B동 지하",고형,구조중,"폐쇄된 물류창고에서 마네킹들이 스스로 움직인다는 제보. 진입한 작업자 3명이 갇혀있음. 마네킹들이 인간의 행동을 모방하며 포위망을 좁혀오는 중.",true,2025-09-07T00:00:00,2025-09-07T00:00:00,
